id,case_number,date,iucr,primary_type,fbi_code,fbi_description,address
11266076,JB198813,2018-03-25T09:28:00Z,0810,THEFT,06,Larceny (index),"014XX W LAKE ST, CHICAGO IL"
12046173,JD227063,2020-05-08T05:00:00Z,0281,CRIMINAL SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"064XX N SHERIDAN RD, CHICAGO IL"
10980408,JA305737,2017-06-14T00:45:00Z,0820,THEFT,06,Larceny (index),"058XX S INDIANA AVE, CHICAGO IL"
12593327,JF113912,2021-12-27T17:00:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"045XX S INDIANA AVE, CHICAGO IL"
12567812,JE477264,2021-12-07T00:00:00Z,0820,THEFT,06,Larceny (index),"063XX N WINTHROP AVE, CHICAGO IL"
12560903,JE469276,2021-12-07T21:20:00Z,0860,THEFT,06,Larceny (index),"001XX E CHICAGO AVE, CHICAGO IL"
12419178,JE296382,2021-07-10T05:47:00Z,1477,WEAPONS VIOLATION,15,Weapons Violation,"012XX N PAULINA ST, CHICAGO IL"
10840732,JA143947,2017-01-23T05:00:00Z,0430,BATTERY,04B,Aggravated Battery (index),"020XX W 119TH ST, CHICAGO IL"
12524829,JE425296,2021-10-28T16:10:00Z,0460,BATTERY,08B,Simple Battery (index),"038XX W CULLOM AVE, CHICAGO IL"
12141505,JD339240,2020-08-20T20:00:00Z,0820,THEFT,06,Larceny (index),"0000X N BISHOP ST, CHICAGO IL"
11132810,JA489889,2017-10-28T23:41:00Z,0860,THEFT,06,Larceny (index),"039XX W MADISON ST, CHICAGO IL"
12284806,JE124255,2021-01-27T04:17:00Z,2820,OTHER OFFENSE,08A,Simple Assult (index),"034XX W POTOMAC AVE, CHICAGO IL"
11256889,JB186735,2018-03-14T02:00:00Z,0820,THEFT,06,Larceny (index),"006XX E 41ST ST, SKOIE IL"
12512808,JE410556,2021-10-15T09:00:00Z,0810,THEFT,06,Larceny (index),"072XX S EMERALD AVE, CHICAGO IL"
11206409,JB119159,2018-01-17T17:50:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"036XX W 69TH ST, CHICAGO IL"
12485585,JE377484,2021-09-17T22:30:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"075XX S YATES BLVD, CHICAGO IL"
11240702,JB165408,2018-02-25T17:30:00Z,0610,BURGLARY,05,Burglary (index),"063XX W HAFT ST, CHICAGO IL"
12266355,JE109025,2021-01-10T22:00:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"010XX W 63RD ST, CHICAGO IL"
12037345,JD216663,2020-04-21T17:55:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"044XX N WHIPPLE ST, CHICAGO IL"
13140660,JG341100,2022-05-13T21:10:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"055XX N SHERIDAN RD, CHICAGO IL"
12156473,JD355504,2020-02-11T13:00:00Z,1150,DECEPTIVE PRACTICE,11,Fraud,"019XX W CRYSTAL ST, CHICAGO IL"
12577631,JE489441,2021-12-26T16:00:00Z,0420,BATTERY,04B,Aggravated Battery (index),"012XX S KOLIN AVE, CHICAGO IL"
11118310,JA470944,2017-10-14T00:00:00Z,0820,THEFT,06,Larceny (index),"059XX N ELSTON AVE, CHICAGO IL"
11642064,JC208618,2019-04-02T00:56:00Z,2820,OTHER OFFENSE,08A,Simple Assult (index),"077XX S KINGSTON AVE, CHICAGO IL"
12714642,JF261296,2022-05-30T20:55:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"093XX S ST LAWRENCE AVE, SKOIE IL"
12658344,JF193008,2022-04-01T00:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"014XX W 90TH ST, CHICAGO IL"
11174419,JA544855,2017-12-11T07:00:00Z,0820,THEFT,06,Larceny (index),"083XX S BAKER AVE, CHICAGO IL"
12260451,JE102319,2021-01-02T20:30:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"005XX N LAWLER AVE, CHICAGO IL"
10891493,JA202258,2017-03-24T16:15:00Z,0810,THEFT,06,Larceny (index),"025XX N LINCOLN AVE, CHICAGO IL"
11815937,JC418398,2019-09-01T12:47:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"026XX N AVERS AVE, CHICAGO IL"
10848650,JA152934,2017-02-14T06:40:00Z,0820,THEFT,06,Larceny (index),"011XX W WASHBURNE AVE, CHICAGO IL"
11813215,JC414976,2019-08-31T20:40:00Z,0460,BATTERY,08B,Simple Battery (index),"026XX W 23RD PL, CHICAGO IL"
12850263,JF423620,2022-10-06T03:52:00Z,0486,BATTERY,08B,Simple Battery (index),"082XX S ELLIS AVE, CHICAGO IL"
12544945,JE449938,2021-11-19T01:58:00Z,0820,THEFT,06,Larceny (index),"015XX N FREMONT ST, CHICAGO IL"
11885955,JC503336,2019-10-14T21:30:00Z,0890,THEFT,06,Larceny (index),"004XX N WABASH AVE, CHICAGO IL"
23903,JB233916,2018-04-23T09:46:00Z,0110,HOMICIDE,01A,Homicide (index),"013XX N KILDARE AVE, CHICAGO IL"
10953435,JA273707,2017-05-22T03:15:00Z,0486,BATTERY,08B,Simple Battery (index),"032XX W FULTON BLVD, CHICAGO IL"
12442549,JE324588,2021-08-01T13:43:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"012XX W OAKDALE AVE, CHICAGO IL"
11297950,JB240823,2018-04-28T00:30:00Z,0890,THEFT,06,Larceny (index),"013XX E 57TH ST, CHICAGO IL"
11805318,JC405523,2019-08-22T04:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"020XX W NORTH AVE, CHICAGO IL"
10948003,JA267344,2017-05-16T14:30:00Z,0820,THEFT,06,Larceny (index),"062XX S DAMEN AVE, CHICAGO IL"
11835955,JC442339,2019-09-21T13:11:00Z,1822,NARCOTICS,18,Drug Abuse,"080XX S SOUTH SHORE DR, CHICAGO IL"
11209062,JB123067,2018-01-12T12:00:00Z,0810,THEFT,06,Larceny (index),"016XX W FARRAGUT AVE, SKOIE IL"
11244121,JB169793,2018-03-01T19:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"075XX N WESTERN AVE, CHICAGO IL"
12696822,JF239693,2022-05-12T20:15:00Z,0486,BATTERY,08B,Simple Battery (index),"051XX S TROY ST, CHICAGO IL"
12191084,JD396659,2020-10-12T12:30:00Z,0860,THEFT,06,Larceny (index),"053XX S KEDZIE AVE, CICERO IL"
12819920,JF386741,2022-09-07T16:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"079XX S ELLIS AVE, CHICAGO IL"
11746676,JC335465,2019-07-05T11:30:00Z,0460,BATTERY,08B,Simple Battery (index),"062XX S NAGLE AVE, CHICAGO IL"
11148851,JA511181,2017-11-14T15:10:00Z,0460,BATTERY,08B,Simple Battery (index),"027XX S KOLIN AVE, SKOIE IL"
12408740,JE283373,2021-06-29T14:44:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"021XX W VAN BUREN ST, CHICAGO IL"
11471962,JB469432,2018-10-06T01:00:00Z,0890,THEFT,06,Larceny (index),"003XX E 35TH ST, CHICAGO IL"
12704553,JF248976,2022-05-20T13:29:00Z,0895,THEFT,06,Larceny (index),"060XX W FULLERTON AVE, CHICAGO IL"
10811911,JA111303,2017-01-11T04:40:00Z,031A,ROBBERY,03,Robbery (index),"002XX E 92ND ST, CHICAGO IL"
11432268,JB416009,2018-08-19T08:45:00Z,0810,THEFT,06,Larceny (index),"018XX W DIVISION ST, CHICAGO IL"
10889128,JA199307,2017-03-25T01:00:00Z,0320,ROBBERY,03,Robbery (index),"008XX N FRANKLIN ST, CHICAGO IL"
12180896,JD384746,2020-10-01T04:25:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"046XX S MICHIGAN AVE, CHICAGO IL"
12222178,JD432485,2020-11-15T18:00:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"016XX W GREENLEAF AVE, CHICAGO IL"
11323849,JB275113,2018-05-22T22:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"037XX W DIVERSEY AVE, CHICAGO IL"
11950060,JD113963,2020-01-08T07:14:00Z,2826,OTHER OFFENSE,26,Misc Non-Index Offense,"042XX W 35TH PL, CHICAGO IL"
10931195,JA246660,2017-04-29T04:00:00Z,5000,OTHER OFFENSE,26,Misc Non-Index Offense,"014XX W HOWARD ST, CHICAGO IL"
12839271,JF410588,2022-09-26T03:06:00Z,1811,NARCOTICS,18,Drug Abuse,"037XX W MONTROSE AVE, CHICAGO IL"
12270347,JE113805,2021-01-12T19:00:00Z,0820,THEFT,06,Larceny (index),"013XX N MASON AVE, CHICAGO IL"
12158299,JD359146,2020-09-07T05:43:00Z,1120,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"076XX S HALSTED ST, CHICAGO IL"
11599609,JC157258,2019-02-18T23:25:00Z,0810,THEFT,06,Larceny (index),"048XX W CHICAGO AVE, CHICAGO IL"
10888761,JA198749,2017-03-24T17:47:00Z,2027,NARCOTICS,18,Drug Abuse,"001XX N MENARD AVE, CHICAGO IL"
12246018,JD459496,2020-12-11T19:08:00Z,0890,THEFT,06,Larceny (index),"048XX N CLARK ST, CHICAGO IL"
12095969,JD285239,2020-07-04T06:55:00Z,0326,ROBBERY,03,Robbery (index),"010XX S WELLS ST, CICERO IL"
12569529,JE479786,2021-12-16T19:45:00Z,0430,BATTERY,04B,Aggravated Battery (index),"032XX S ARCHER AVE, CHICAGO IL"
11373331,JB340686,2018-07-08T16:20:00Z,0580,STALKING,08A,Simple Assult (index),"046XX W 84TH PL, CHICAGO IL"
12538043,JE441461,2021-11-11T14:20:00Z,0486,BATTERY,08B,Simple Battery (index),"006XX N ALBANY AVE, CHICAGO IL"
12819424,JF386630,2022-05-12T23:38:00Z,1751,OFFENSE INVOLVING CHILDREN,17,Criminal Sexual Abuse,"114XX S ABERDEEN ST, CHICAGO IL"
12575197,JE486484,2021-12-23T07:46:00Z,0320,ROBBERY,03,Robbery (index),"085XX S LOWE AVE, CHICAGO IL"
12016633,JD194110,2020-03-21T17:14:00Z,0820,THEFT,06,Larceny (index),"013XX W 31ST PL, CHICAGO IL"
11983119,JD154289,2020-02-17T02:15:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"078XX S STATE ST, CHICAGO IL"
12473923,JE363173,2021-09-06T07:20:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"015XX E 92ND ST, CHICAGO IL"
12217272,JD426892,2020-10-19T05:00:00Z,1156,DECEPTIVE PRACTICE,11,Fraud,"043XX N HAZEL ST, CHICAGO IL"
11959749,JD125691,2020-01-23T17:24:00Z,2024,NARCOTICS,18,Drug Abuse,"031XX W MADISON ST, CHICAGO IL"
11156736,JA521658,2017-11-22T17:55:00Z,2017,NARCOTICS,18,Drug Abuse,"047XX W MONROE ST, CHICAGO IL"
11732514,JC315688,2019-06-21T18:12:00Z,0560,ASSAULT,08A,Simple Assult (index),"039XX W MADISON ST, CHICAGO IL"
11228792,JB149390,2018-02-12T20:18:00Z,0810,THEFT,06,Larceny (index),"0000X E LAKE ST, CHICAGO IL"
12850173,JF423570,2022-10-06T00:00:00Z,0820,THEFT,06,Larceny (index),"002XX N MORGAN ST, CHICAGO IL"
11507526,JB516193,2018-11-15T03:00:00Z,0810,THEFT,06,Larceny (index),"055XX W HOMER ST, CHICAGO IL"
11149270,JA511652,2017-11-14T21:30:00Z,0520,ASSAULT,04A,Aggravated Assault (index),"063XX S COTTAGE GROVE AVE, CHICAGO IL"
10943662,JA262075,2017-05-13T17:10:00Z,0860,THEFT,06,Larceny (index),"009XX W WEED ST, CHICAGO IL"
11096333,JA442463,2017-09-22T18:00:00Z,0520,ASSAULT,04A,Aggravated Assault (index),"066XX S WHIPPLE ST, CHICAGO IL"
11207997,JB121547,2017-11-02T22:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"003XX W FULLERTON PKWY, CHICAGO IL"
11782254,JC378172,2019-08-03T01:00:00Z,0810,THEFT,06,Larceny (index),"003XX E RANDOLPH ST, CHICAGO IL"
12503661,JE398696,2021-10-04T20:35:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"083XX S RHODES AVE, CHICAGO IL"
12722747,JF271229,2022-06-07T05:00:00Z,0890,THEFT,06,Larceny (index),"030XX N NARRAGANSETT AVE, CHICAGO IL"
11071142,JA410796,2017-08-29T19:40:00Z,0486,BATTERY,08B,Simple Battery (index),"065XX S WESTERN AVE, CHICAGO IL"
11717674,JC300221,2019-06-10T16:34:00Z,5111,OTHER OFFENSE,26,Misc Non-Index Offense,"070XX S ASHLAND AVE, CHICAGO IL"
11627298,JC190555,2019-03-18T22:00:00Z,0810,THEFT,06,Larceny (index),"115XX S PARNELL AVE, CHICAGO IL"
11122412,JA476424,2017-09-25T15:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"039XX W 69TH ST, CHICAGO IL"
12127778,JD323138,2020-08-06T19:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"013XX N KEELER AVE, CHICAGO IL"
11244131,JB169671,2018-03-01T03:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"046XX S WESTERN AVE, CHICAGO IL"
11515223,JB526310,2018-11-23T19:30:00Z,1152,DECEPTIVE PRACTICE,11,Fraud,"001XX N STATE ST, CHICAGO IL"
11201709,JB112582,2018-01-11T15:15:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"055XX N CUMBERLAND AVE, CHICAGO IL"
10847195,JA151028,2017-02-12T16:45:00Z,0920,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"050XX W HARRISON ST, CHICAGO IL"
10926025,JA240113,2017-04-26T00:30:00Z,1780,OFFENSE INVOLVING CHILDREN,20,Offenses Against Family,"061XX N WINTHROP AVE, CHICAGO IL"
12307741,JE159845,2021-03-05T17:55:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"012XX S HOMAN AVE, CHICAGO IL"
12900176,JF483615,2022-11-22T14:27:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"023XX S WINCHESTER AVE, CHICAGO IL"
12223315,JD433718,2020-11-17T11:07:00Z,0810,THEFT,06,Larceny (index),"017XX N LOTUS AVE, CHICAGO IL"
12752986,JF307909,2022-07-06T22:50:00Z,0820,THEFT,06,Larceny (index),"039XX N BROADWAY, CHICAGO IL"
12407099,JE281418,2021-06-27T02:30:00Z,0870,THEFT,06,Larceny (index),"003XX E RANDOLPH ST, CHICAGO IL"
11950231,JD114184,2020-01-13T18:50:00Z,0460,BATTERY,08B,Simple Battery (index),"049XX S ARCHER AVE, CHICAGO IL"
11411224,JB389892,2018-08-12T00:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"045XX W WASHINGTON BLVD, CHICAGO IL"
11574044,JC125673,2019-01-11T23:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"017XX W WALTON ST, CHICAGO IL"
11908025,JC530715,2019-12-01T20:18:00Z,0460,BATTERY,08B,Simple Battery (index),"028XX N DAMEN AVE, CHICAGO IL"
11672426,JC245061,2019-05-01T13:33:00Z,0486,BATTERY,08B,Simple Battery (index),"020XX N KEDZIE AVE, CHICAGO IL"
12781562,JF341812,2022-08-02T21:16:00Z,0560,ASSAULT,08A,Simple Assult (index),"022XX S HOMAN AVE, CHICAGO IL"
11299094,JB242347,2018-04-29T14:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"014XX E 87TH ST, CHICAGO IL"
12292763,JE141270,2021-02-14T10:25:00Z,0486,BATTERY,08B,Simple Battery (index),"001XX W RANDOLPH ST, CHICAGO IL"
12423143,JE300913,2021-07-06T02:00:00Z,5002,OTHER OFFENSE,26,Misc Non-Index Offense,"082XX S COTTAGE GROVE AVE, CHICAGO IL"
12431997,JE311873,2021-07-24T02:01:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"023XX N MILWAUKEE AVE, CHICAGO IL"
11995169,JD168797,2020-02-28T22:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"050XX W JACKSON BLVD, CHICAGO IL"
11147404,JA509391,2017-11-13T01:05:00Z,2014,NARCOTICS,18,Drug Abuse,"040XX W VAN BUREN ST, CHICAGO IL"
12621661,JF148783,2022-02-18T21:50:00Z,051B,ASSAULT,04A,Aggravated Assault (index),"011XX W FRY ST, CHICAGO IL"
11173711,JA543729,2017-12-10T14:00:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"057XX W CHICAGO AVE, CHICAGO IL"
11798871,JC397248,2019-08-18T01:30:00Z,0320,ROBBERY,03,Robbery (index),"004XX W MONTROSE DR, CHICAGO IL"
11994823,JD168089,2020-02-04T00:00:00Z,1206,DECEPTIVE PRACTICE,11,Fraud,"102XX W ZEMKE RD, CHICAGO IL"
11843235,JC451259,2019-09-23T05:00:00Z,0420,BATTERY,04B,Aggravated Battery (index),"070XX S DAMEN AVE, CHICAGO IL"
12736063,JF287011,2022-06-20T15:49:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"029XX W JACKSON BLVD, CHICAGO IL"
12592757,JF113262,2022-01-15T05:18:00Z,5011,OTHER OFFENSE,26,Misc Non-Index Offense,"033XX S JUSTINE ST, CHICAGO IL"
12388588,JE258649,2021-06-08T22:10:00Z,0460,BATTERY,08B,Simple Battery (index),"005XX W 64TH ST, CHICAGO IL"
12783933,JF344751,2022-08-05T08:30:00Z,0810,THEFT,06,Larceny (index),"053XX N MC VICKER AVE, CHICAGO IL"
12790859,JF352998,2022-08-11T08:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"046XX N KARLOV AVE, CHICAGO IL"
12167540,JD369333,2020-09-16T21:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"014XX S HARDING AVE, CHICAGO IL"
11698709,JC276784,2019-05-24T19:05:00Z,0460,BATTERY,08B,Simple Battery (index),"049XX W JACKSON BLVD, CHICAGO IL"
12176520,JD379804,2020-09-26T14:20:00Z,2024,NARCOTICS,18,Drug Abuse,"008XX N DRAKE AVE, CHICAGO IL"
12557812,JE465593,2021-12-04T05:00:00Z,0810,THEFT,06,Larceny (index),"0000X E HUBBARD ST, CHICAGO IL"
12086096,JD273614,2020-05-28T05:01:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"012XX N CLYBOURN AVE, CHICAGO IL"
10926087,JA239897,2017-04-14T02:40:00Z,1206,DECEPTIVE PRACTICE,11,Fraud,"005XX W OHARE ST, CHICAGO IL"
11189082,JA564910,2017-12-28T00:09:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"009XX E 104TH ST, CHICAGO IL"
11432952,JB417848,2018-09-01T15:00:00Z,0820,THEFT,06,Larceny (index),"033XX S MICHIGAN AVE, ELMHURST IL"
11892484,JC511462,2019-11-06T06:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"028XX W NORTH AVE, CHICAGO IL"
12898713,JF481862,2022-11-20T22:38:00Z,0560,ASSAULT,08A,Simple Assult (index),"071XX S HAMLIN AVE, CHICAGO IL"
11654228,JC223198,2019-04-02T21:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"058XX S PAULINA ST, CHICAGO IL"
12018639,JD196228,2020-03-27T20:30:00Z,2090,NARCOTICS,18,Drug Abuse,"046XX W DIVERSEY AVE, CHICAGO IL"
12496965,JE391182,2021-09-29T11:23:00Z,0486,BATTERY,08B,Simple Battery (index),"030XX W 21ST PL, CHICAGO IL"
11452206,JB443451,2018-09-20T18:00:00Z,0820,THEFT,06,Larceny (index),"085XX S WOLCOTT AVE, CHICAGO IL"
12114233,JD306624,2020-07-23T02:28:00Z,0460,BATTERY,08B,Simple Battery (index),"024XX N LAKE SHORE DR NB, CHICAGO IL"
11808586,JC409755,2019-08-27T23:40:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"047XX N PULASKI RD, CHICAGO IL"
11284401,JB222658,2018-04-13T21:15:00Z,1780,OFFENSE INVOLVING CHILDREN,20,Offenses Against Family,"067XX S CHAPPEL AVE, CHICAGO IL"
11774353,JC368791,2019-07-29T02:00:00Z,3731,INTERFERENCE WITH PUBLIC OFFICER,24,Disorderly Conduct,"036XX W GRAND AVE, CHICAGO IL"
12199743,JD405983,2020-10-18T17:53:00Z,0820,THEFT,06,Larceny (index),"082XX S KENWOOD AVE, CHICAGO IL"
10819178,JA119761,2017-01-17T23:15:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"073XX S WHIPPLE ST, CHICAGO IL"
11344194,JB302237,2018-06-11T17:55:00Z,0810,THEFT,06,Larceny (index),"043XX S PULASKI RD, CHICAGO IL"
12874095,JF452197,2022-10-28T04:16:00Z,0920,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"047XX S KILBOURN AVE, CHICAGO IL"
12790505,JF352558,2022-08-07T23:45:00Z,4388,OTHER OFFENSE,26,Misc Non-Index Offense,"058XX W MELROSE ST, CHICAGO IL"
11299683,JB243208,2018-04-29T09:50:00Z,1305,CRIMINAL DAMAGE,14,Vandalism,"057XX S KILPATRICK AVE, CHICAGO IL"
12532227,JE434550,2021-11-05T05:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"056XX S WABASH AVE, CHICAGO IL"
11161983,JA528358,2017-11-20T01:00:00Z,0915,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"061XX N CLARK ST, CHICAGO IL"
11752204,JC341990,2019-07-10T02:27:00Z,0860,THEFT,06,Larceny (index),"001XX W DIVISION ST, CHICAGO IL"
11868342,JC481597,2017-01-01T06:01:00Z,1754,OFFENSE INVOLVING CHILDREN,02,Criminal Sexual Assualt (index),"038XX W 26TH ST, CHICAGO IL"
12339653,JE198657,2021-04-14T00:27:00Z,1090,ARSON,09,Arson (index),"064XX S EVANS AVE, CHICAGO IL"
12814873,JF381312,2022-09-03T05:00:00Z,0860,THEFT,06,Larceny (index),"013XX E 79TH ST, CHICAGO IL"
12495243,JE389290,2021-09-26T08:15:00Z,0320,ROBBERY,03,Robbery (index),"043XX W CERMAK RD, CHICAGO IL"
11866390,JC479139,2019-10-20T04:16:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"034XX W ROOSEVELT RD, CHICAGO IL"
11320800,JB268768,2018-05-13T15:52:00Z,0486,BATTERY,08B,Simple Battery (index),"092XX S WENTWORTH AVE, CHICAGO IL"
11465421,JB460744,2018-10-02T22:00:00Z,031A,ROBBERY,03,Robbery (index),"024XX N LONG AVE, CHICAGO IL"
11721095,JC304349,2019-06-13T00:00:00Z,0820,THEFT,06,Larceny (index),"001XX E RANDOLPH ST, CHICAGO IL"
11738507,JC324975,2019-06-28T02:20:00Z,3960,INTIMIDATION,08A,Simple Assult (index),"054XX W BELMONT AVE, CHICAGO IL"
12565486,JE470841,2021-12-09T02:36:00Z,0860,THEFT,06,Larceny (index),"118XX S WESTERN AVE, CHICAGO IL"
11554547,JC102280,2019-01-02T21:30:00Z,0610,BURGLARY,05,Burglary (index),"043XX W CERMAK RD, CHICAGO IL"
11110817,JA460858,2017-10-02T17:00:00Z,0820,THEFT,06,Larceny (index),"001XX W 75TH ST, CHICAGO IL"
10867995,JA174125,2017-03-02T11:27:00Z,2820,OTHER OFFENSE,26,Misc Non-Index Offense,"062XX S KEELER AVE, CHICAGO IL"
11262207,JB193786,2018-03-21T06:01:00Z,0580,STALKING,08A,Simple Assult (index),"061XX S KIMBARK AVE, CHICAGO IL"
12338986,JE165823,2021-03-11T15:49:13Z,2024,NARCOTICS,18,Drug Abuse,"004XX N LAWNDALE AVE, CHICAGO IL"
12880299,JF458370,2022-11-01T21:00:00Z,0460,BATTERY,08B,Simple Battery (index),"048XX N KIMBALL AVE, CHICAGO IL"
12114830,JD307900,2020-07-24T06:21:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"011XX W BELMONT AVE, CHICAGO IL"
12782864,JF343304,2022-08-04T00:00:00Z,0495,BATTERY,04B,Aggravated Battery (index),"047XX S HOYNE AVE, CHICAGO IL"
11260244,JB187825,2018-03-16T14:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"005XX W VAN BUREN ST, CHICAGO IL"
11889140,JC507366,2019-11-12T06:15:00Z,0890,THEFT,06,Larceny (index),"084XX S PEORIA ST, CHICAGO IL"
11314836,JB263286,2018-05-14T20:20:00Z,2024,NARCOTICS,18,Drug Abuse,"003XX W GARFIELD BLVD, CHICAGO IL"
12311307,JE164238,2021-03-10T01:45:00Z,0560,ASSAULT,08A,Simple Assult (index),"086XX S COTTAGE GROVE AVE, CHICAGO IL"
13245536,JG465657,2022-01-29T20:25:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"022XX W EASTWOOD AVE, CHICAGO IL"
11032721,JA365279,2017-07-27T13:34:00Z,0820,THEFT,06,Larceny (index),"052XX N SHERIDAN RD, CHICAGO IL"
12275194,JE119366,2021-01-21T22:00:00Z,0820,THEFT,06,Larceny (index),"068XX S ARTESIAN AVE, CHICAGO IL"
11645572,JC212761,2019-04-05T18:45:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"018XX W FULTON ST, CHICAGO IL"
12078118,JD264322,2020-06-15T03:45:00Z,0486,BATTERY,08B,Simple Battery (index),"028XX S KOSTNER AVE, CHICAGO IL"
12728803,JF278483,2022-06-13T20:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"014XX S CHRISTIANA AVE, CHICAGO IL"
12247136,JD461482,2020-12-17T16:24:00Z,0860,THEFT,06,Larceny (index),"012XX W NORTH AVE, CICERO IL"
12515984,JE414542,2021-10-19T03:15:00Z,1570,SEX OFFENSE,17,Criminal Sexual Abuse,"051XX N BROADWAY, CHICAGO IL"
11563828,JC113279,2019-01-12T00:06:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"059XX S CALUMET AVE, CHICAGO IL"
11173366,JA543411,2017-12-09T21:22:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"004XX S LARAMIE AVE, CHICAGO IL"
10902057,JA213578,2017-04-05T19:30:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X W 95TH ST, CHICAGO IL"
12655363,JF189428,2022-03-26T17:00:00Z,1120,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"065XX N PONCHARTRAIN BLVD, CHICAGO IL"
11753644,JC343744,2019-07-11T03:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"020XX N SHEFFIELD AVE, CHICAGO IL"
12688039,JF224693,2022-04-29T20:30:00Z,0440,BATTERY,08B,Simple Battery (index),"001XX W LAKE ST, CHICAGO IL"
12082309,JD269058,2020-06-07T19:30:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"015XX E 84TH ST, CHICAGO IL"
12255392,JD471272,2020-12-27T20:00:00Z,0820,THEFT,06,Larceny (index),"037XX N KENNETH AVE, CHICAGO IL"
12443690,JE325541,2021-06-30T19:30:00Z,0890,THEFT,06,Larceny (index),"084XX S MANISTEE AVE, CHICAGO IL"
10873463,JA181411,2017-03-10T02:16:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"063XX W GRAND AVE, CHICAGO IL"
11901358,JC522547,2019-11-24T14:00:00Z,0460,BATTERY,08B,Simple Battery (index),"030XX S AVERS AVE, CHICAGO IL"
12457392,JE342632,2021-07-15T17:00:00Z,1120,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"001XX N HARBOR DR, CHICAGO IL"
12095767,JD284952,2020-07-04T00:25:00Z,0486,BATTERY,08B,Simple Battery (index),"115XX S PEORIA ST, CHICAGO IL"
11612358,JC172574,2019-03-04T00:15:00Z,0810,THEFT,06,Larceny (index),"018XX W DEVON AVE, CHICAGO IL"
